atualizacao,codigo,link,prj_brazil,prj_instituicao,prj_titulo,prj_valor
220329,conservationleadership_220329_4_000,https://www.conservationleadershipprogramme.org/project/sustainable-coastal-tourism-cambodia/,N,ConservationLeadership,Investigating Sustainable Coastal Tourism and Incentives for Biodiversity Conservation in Cambodia,"$1,652,727"
220329,conservationleadership_220329_4_001,https://www.conservationleadershipprogramme.org/project/strengthening-bio-monitoring-for-protected-area-management-in-chimanimani-national-park-mozambique/,N,ConservationLeadership,"Strengthening bio-monitoring for protected area management in Chimanimani National Park, Mozambique","$1,652,727"
220329,conservationleadership_220329_4_002,https://www.conservationleadershipprogramme.org/project/salim-alis-fruit-bat/,N,ConservationLeadership,"Conservation of the Endangered Salim Ali’s fruit bat in Western Ghats, India","$2,700,428"
220329,conservationleadership_220329_4_003,https://www.conservationleadershipprogramme.org/project/harlequin-toads-conservation-sierra-nevada-de-santa-marta-colombia/,N,ConservationLeadership,"Ensuring harlequin toad conservation in the Sierra Nevada de Santa Marta, Colombia","$606,581"
220329,conservationleadership_220329_4_004,https://www.conservationleadershipprogramme.org/project/marine-protected-areas-cambodia/,N,ConservationLeadership,Establishing Marine Protected Areas (MPAs) and improving MPA/fisheries management in Cambodia,"$1,652,727"
220329,conservationleadership_220329_4_005,https://www.conservationleadershipprogramme.org/project/black-softshell-turtle-assam-india/,N,ConservationLeadership,"Conservation of black softshell turtles in Assam, northeast India","$898,063"
220329,conservationleadership_220329_4_006,https://www.conservationleadershipprogramme.org/project/togo-slippery-frog/,N,ConservationLeadership,Range-wide action to safeguard the Critically Endangered Togo slippery frog,"$606,581"
220329,conservationleadership_220329_4_007,https://www.conservationleadershipprogramme.org/project/comms-skills-birdlife-middle-east/,N,ConservationLeadership,Analysing the communication skills of BirdLife Partners in the Middle East,"$1,652,727"
220329,conservationleadership_220329_4_008,https://www.conservationleadershipprogramme.org/project/reconnecting-with-nature-attitude-change-towards-conservation-of-the-cloud-forest-herpetofauna-in-a-chinantec-community/,N,ConservationLeadership,Reconnecting with nature: attitude change towards conservation of the cloud forest herpetofauna in a Chinantec community,"$606,581"
220329,conservationleadership_220329_4_009,https://www.conservationleadershipprogramme.org/project/santa-fe-frog-south-american-great-chaco/,N,ConservationLeadership,Creating the grassroots to conserve the Santa Fe frog in the South American Great Chaco,"$606,581"
220329,conservationleadership_220329_4_010,https://www.conservationleadershipprogramme.org/project/bat-conservation-vietnam/,N,ConservationLeadership,Conservation of endemic bats in previously unprotected roosting sites in Vietnam,"$2,700,428"
220329,conservationleadership_220329_4_011,https://www.conservationleadershipprogramme.org/project/pampean-sand-dune-lizard/,N,ConservationLeadership,Habitat restoration and corridors creation to enhance conservation of the Pampean sand-dune lizard,"$898,063"
220329,conservationleadership_220329_4_012,https://www.conservationleadershipprogramme.org/project/building-data-sets-coastal-wetland-middle-east/,N,ConservationLeadership,Building data sets for coastal wetland sites and species factsheets in the Middle East,"$1,652,727"
220329,conservationleadership_220329_4_013,https://www.conservationleadershipprogramme.org/project/social-conservation-action-horseshoe-crabs-indonesia/,N,ConservationLeadership,Frontier social conservation action and research on horseshoe crabs in Indonesia,"$184,083"
220329,conservationleadership_220329_4_014,https://www.conservationleadershipprogramme.org/project/shorebirds-red-river-vietnam/,N,ConservationLeadership,"Conserving shorebirds through community engagement in the Red River Delta, Vietnam","$3,202,417"
220329,conservationleadership_220329_4_015,https://www.conservationleadershipprogramme.org/project/training-the-next-generation-of-biologists-to-help-save-elephants-and-lions-in-nigeria/,N,ConservationLeadership,Training the next generation of biologists to help save elephants and lions in Nigeria,"$2,700,428"
220329,conservationleadership_220329_4_016,https://www.conservationleadershipprogramme.org/project/hornbills-and-people-north-bengal-landscape-india/,N,ConservationLeadership,"Hornbills and people: building an alliance for conservation in North Bengal, India","$3,202,417"
220329,conservationleadership_220329_4_017,https://www.conservationleadershipprogramme.org/project/testing-habitat-restoration-rapa/,N,ConservationLeadership,Testing conservation and habitat restoration methods to preserve Rapa’s endemic avifauna,"$3,202,417"
220329,conservationleadership_220329_4_018,https://www.conservationleadershipprogramme.org/project/creating-a-safer-environment-for-seabirds-on-principe-island/,N,ConservationLeadership,Creating a safer environment for seabirds on Príncipe island,"$3,202,417"
220329,conservationleadership_220329_4_019,https://www.conservationleadershipprogramme.org/project/lion-tailed-macaques-nilgiri-india/,N,ConservationLeadership,"Status of lion-tailed macaques in the Nilambur forests of Nilgiri Biosphere Reserve, India","$2,700,428"
220430,conservationleadership_220430_4_000,https://www.conservationleadershipprogramme.org/project/restoring-wild-maries-yew-nepal/,N,ConservationLeadership,Restoring the wild population of Maire’s yew in Nepal,"$910,795"
220430,conservationleadership_220430_4_001,https://www.conservationleadershipprogramme.org/project/building-capacities-coral-reef-restoration-honduras/,N,ConservationLeadership,Building capacities in coral reef restoration in the Bay Islands National Marine Park of Honduras,"$214,039"
220430,conservationleadership_220430_4_002,https://www.conservationleadershipprogramme.org/project/vulture-species-nepal/,N,ConservationLeadership,Community-based conservation of Critically Endangered vulture species in western Nepal,"$3,314,964"
220430,conservationleadership_220430_4_003,https://www.conservationleadershipprogramme.org/project/sharing-landscape-andean-condor-southern-peru/,N,ConservationLeadership,Sharing the landscape with an Andean symbol: conserving the Andean condor in southern Peru,"$3,314,964"
220430,conservationleadership_220430_4_004,https://www.conservationleadershipprogramme.org/project/endemic-plants-in-egypt/,N,ConservationLeadership,A community-based recovery programme for the most threatened endemic plants in Egypt,"$910,795"
220430,conservationleadership_220430_4_005,https://www.conservationleadershipprogramme.org/project/angel-sharks-fisheries-research-peru/,N,ConservationLeadership,Working towards the conservation of angel sharks based on fisheries research in Peru,"$604,433"
220430,conservationleadership_220430_4_006,https://www.conservationleadershipprogramme.org/project/saving-last-giant-squeaker-frogs-ghana/,N,ConservationLeadership,Saving the last giant squeaker frogs in Ghana,"$671,471"
220430,conservationleadership_220430_4_007,https://www.conservationleadershipprogramme.org/project/building-tools-capacity-mammal-conservation-chaco-argentina/,N,ConservationLeadership,"Building knowledge, tools and capacity for mammal conservation in Chaco agroecosystems of Argentina","$2,755,116"
220430,conservationleadership_220430_4_008,https://www.conservationleadershipprogramme.org/project/hildergardes-tomb-bat-covid-19-pandemic/,N,ConservationLeadership,Saving the Hildergarde’s tomb bat from local persecution due to its association with the Covid-19 pandemic,"$2,755,116"
220430,conservationleadership_220430_4_009,https://www.conservationleadershipprogramme.org/project/conservation-endemic-endangered-oak-tree-mexico/,N,ConservationLeadership,"Conservation of an endemic and Endangered oak tree in Baja California Sur, Mexico","$910,795"
220430,conservationleadership_220430_4_010,https://www.conservationleadershipprogramme.org/project/conservation-of-endangered-grey-parrots/,N,ConservationLeadership,Reconciling the expansion of oil palm plantations and the conservation of Endangered Grey parrots,"$3,314,964"
220430,conservationleadership_220430_4_011,https://www.conservationleadershipprogramme.org/project/saving-critically-endangered-giant-guitarfishes-ghana/,N,ConservationLeadership,Saving the Critically Endangered giant guitarfishes in Ghana,"$604,433"
220430,conservationleadership_220430_4_012,https://www.conservationleadershipprogramme.org/project/participatory-approach-conservation-bhutan/,N,ConservationLeadership,A schools- and science-based participatory approach to conservation in Bhutan,"$1,667,727"
220430,conservationleadership_220430_4_013,https://www.conservationleadershipprogramme.org/project/ondo-forest-gecko-nigeria/,N,ConservationLeadership,Assessing the conservation status of a poorly known and endemic lizard in Nigeria,"$927,840"
220430,conservationleadership_220430_4_014,https://www.conservationleadershipprogramme.org/project/conservation-of-threatened-species-in-a-high-diversity-area-in-the-brazilian-atlantic-forest/,Y,ConservationLeadership,Conservation of threatened species in a high diversity area of the Brazilian Atlantic forest,"$910,795"
220430,conservationleadership_220430_4_015,https://www.conservationleadershipprogramme.org/project/tri-spine-horseshoe-crab-palawan-philippines/,N,ConservationLeadership,"Conservation of the tri-spine horseshoe crab and its habitat in Palawan, Philippines","$214,039"
220430,conservationleadership_220430_4_016,https://www.conservationleadershipprogramme.org/project/goliath-frog-cameroon/,N,ConservationLeadership,Saving the Endangered goliath frog in Cameroon,"$671,471"
220430,conservationleadership_220430_4_017,https://www.conservationleadershipprogramme.org/project/participation-based-gharial-conservation-katernia/,N,ConservationLeadership,Establishing a stakeholder participation-based gharial conservation programme in Katernia,"$927,840"
220430,conservationleadership_220430_4_018,https://www.conservationleadershipprogramme.org/project/conservation-management-zone-red-siskin-guyana/,N,ConservationLeadership,Implementing a community-based conservation management zone to protect the red siskin in Guyana,"$3,314,964"
220430,conservationleadership_220430_4_019,https://www.conservationleadershipprogramme.org/project/giant-guitarfish-karimunjawa-indonesia/,N,ConservationLeadership,"Threats, ecology, and conservation opportunities of giant guitarfish in Karimunjawa, Indonesia","$604,433"
220430,ekhagastiftelsen_220430_4_000,https://www.ekhagastiftelsen.se/eng/projekt/2021-22.shtml,N,Ekhagastiftelsen,A natural antibiotic with many talents: Synergistic and resistance-breaking activities of rhodomyrtone,1 390 000 SEK
220430,ekhagastiftelsen_220430_4_001,https://www.ekhagastiftelsen.se/eng/projekt/2021-32.shtml,N,Ekhagastiftelsen,Managing ecosystem balances to new optima that favor biodiversity and biocontrol of aphids,920 000 SEK
220430,ekhagastiftelsen_220430_4_002,https://www.ekhagastiftelsen.se/eng/projekt/2021-51.shtml,N,Ekhagastiftelsen,Utveckling av DNA-baserad jordanalys fÃ¶r Ã¤rtrotrÃ¶ta Ã¶kar hÃ¥llbar produktion av baljvÃ¤xtbaserade livsmedel,1 900 000 SEK
220430,ekhagastiftelsen_220430_4_003,https://www.ekhagastiftelsen.se/eng/projekt/2021-52.shtml,N,Ekhagastiftelsen,FÃ¶rbÃ¤ttrar ekologiskt lantbruk genom naturligt fÃ¶rhindrande av antibiotikaresistensspridning,1 420 000 SEK
220430,ekhagastiftelsen_220430_4_004,https://www.ekhagastiftelsen.se/eng/projekt/2021-53.shtml,N,Ekhagastiftelsen,PÃ¥verkan av vÃ¤xtskadliga nematoder i ekologiska odlingssystem,1 200 000 SEK
220430,ekhagastiftelsen_220430_4_005,https://www.ekhagastiftelsen.se/eng/projekt/2021-56.shtml,N,Ekhagastiftelsen,"Kadmiumkoncentration i potatis frÃ¥n konventionell, ekologisk och biodynamisk produktion i lÃ¥ngtids-odlingsexperimentet DOK",1 330 000 SEK
220430,ekhagastiftelsen_220430_4_006,https://www.ekhagastiftelsen.se/eng/projekt/2021-57.shtml,N,Ekhagastiftelsen,Finska videarter (Salix L.) som kÃ¤llor fÃ¶r nya antibakteriella och antifungala extrakt och Ã¤mnen,1 510 000 SEK
220430,ekhagastiftelsen_220430_4_007,https://www.ekhagastiftelsen.se/eng/projekt/2021-58.shtml,N,Ekhagastiftelsen,Optimering och kvantifiering av ekosystemtjÃ¤nster genom blomsterremsor i ekologisk jordgubbsodling,1 350 000 SEK
220430,ekhagastiftelsen_220430_4_008,https://www.ekhagastiftelsen.se/eng/projekt/2021-59.shtml,N,Ekhagastiftelsen,Psykedelia och Fysisk HÃ¤lsa,1 000 000 SEK
220430,ekhagastiftelsen_220430_4_009,https://www.ekhagastiftelsen.se/eng/projekt/2021-63.shtml,N,Ekhagastiftelsen,Reaching 25 per cent of organic agricultural land by 2030 in line with IFOAM principles of organic agriculture,930 000 SEK
220430,ekhagastiftelsen_220430_4_010,https://www.ekhagastiftelsen.se/eng/projekt/2021-67.shtml,N,Ekhagastiftelsen,Studies of the variability of biologically active and anticancer compounds in organically and biodynamically grown and fermented fireweed leaves,1 320 000 SEK
220430,ekhagastiftelsen_220430_4_011,https://www.ekhagastiftelsen.se/eng/projekt/2021-69.shtml,N,Ekhagastiftelsen,Pilot: Microbial diversity in agricultural systems and its effects on the human microbiome. An exploratory basis for follow-up research,1 000 000 SEK
220430,ekhagastiftelsen_220430_4_012,https://www.ekhagastiftelsen.se/eng/projekt/2021-70.shtml,N,Ekhagastiftelsen,Complementary and Alternative Medicine Support for Children with Cancer,640 000 SEK
220430,ekhagastiftelsen_220430_4_013,https://www.ekhagastiftelsen.se/eng/projekt/2021-75.shtml,N,Ekhagastiftelsen,Dietary counselling in the treatment of generalized anxiety disorder: A randomized wait-list controlled pilot trial,840 000 SEK
220430,ekhagastiftelsen_220430_4_014,https://www.ekhagastiftelsen.se/eng/projekt/2021-78.shtml,N,Ekhagastiftelsen,Healthier or not? A closer look at the diet quality of plant-based diets and associations with health status,970 000 SEK
220430,ekhagastiftelsen_220430_4_015,https://www.ekhagastiftelsen.se/eng/projekt/2021-94.shtml,N,Ekhagastiftelsen,Effect of a healthful diet on gut permeability and allergic symptoms in children with peanut and/or nut allergy,920 000 SEK
220430,ekhagastiftelsen_220430_4_016,https://www.ekhagastiftelsen.se/eng/projekt/2021-98.shtml,N,Ekhagastiftelsen,Soil inoculation as a strategy to improve traditional Mesoamerican agroecosystem productivity to improve nourishment & food security of rural families,1 055 000 SEK
220430,ekhagastiftelsen_220430_4_017,https://www.ekhagastiftelsen.se/eng/projekt/2021-124.shtml,N,Ekhagastiftelsen,Unmasking the agricultural monster: Agroecological approaches to fall armyworm management in Nigeria,610 000 SEK
220329,fondationengie_220329_4_000,https://fondation-engie.com/en/portfolio/schools-lights-and-rights-la-voix-de-lenfant-3/,N,ENGIE Fondation,"Schools, Lights and Rights, La Voix De l’Enfant",Valor não encontrado
220329,fondationengie_220329_4_001,https://fondation-engie.com/en/portfolio/yann-arthus-bertrand-woman-film/,N,ENGIE Fondation,"Yann Arthus-Bertrand, Woman (film)",Valor não encontrado
220329,fondationengie_220329_4_002,https://fondation-engie.com/en/portfolio/sustainable-rural-electrification-phase-3-friendship/,N,ENGIE Fondation,"Sustainable rural electrification, Friendship",Valor não encontrado
220329,fondationengie_220329_4_003,https://fondation-engie.com/en/portfolio/inspire-programme-valued-citizens-initiative/,N,ENGIE Fondation,"iNSPIRE programme, Valued Citizens Initiative",Valor não encontrado
220329,fondationengie_220329_4_004,https://fondation-engie.com/en/portfolio/cantania-and-singing-brussels-brussels-centre-for-fine-arts-bozar/,N,ENGIE Fondation,"Cantania and Singing Brussels, Brussels Centre for Fine Arts (BOZAR)",Valor não encontrado
220329,fondationengie_220329_4_005,https://fondation-engie.com/en/portfolio/renewable-energies-to-help-empower-women-codegaz-ngo/,N,ENGIE Fondation,Renewable energies to help empower women: CODEGAZ NGO,Valor não encontrado
220329,fondationengie_220329_4_006,https://fondation-engie.com/en/portfolio/green-energy-and-solidarity-in-the-republic-of-congo-with-potmai/,N,ENGIE Fondation,Green energy and solidarity in the Republic of Congo with Pot@maï,Valor não encontrado
220329,fondationengie_220329_4_007,https://fondation-engie.com/en/portfolio/clean-water-healthy-children-instituto-melhores-dias-3/,Y,ENGIE Fondation,"Clean Water, Healthy Children, Instituto Melhores Dias",Valor não encontrado
220329,fondationengie_220329_4_008,https://fondation-engie.com/en/portfolio/planete-urgence-2/,N,ENGIE Fondation,PLANETE URGENCE,Valor não encontrado
220329,fondationengie_220329_4_009,https://fondation-engie.com/en/portfolio/time-for-ocean-2/,N,ENGIE Fondation,TIME FOR OCEAN,Valor não encontrado
220329,fondationengie_220329_4_010,https://fondation-engie.com/en/portfolio/musee-de-lhomme-2/,N,ENGIE Fondation,MUSEE DE L’HOMME,Valor não encontrado
220329,fondationengie_220329_4_011,https://fondation-engie.com/en/portfolio/juventude-e-oportunidade-project-gol-de-letra-foundation-and-solidariedade-franca-brasil/,Y,ENGIE Fondation,"Juventude E Oportunidade Project, Gol de Letra Foundation and Solidariedade França Brasil",Valor não encontrado
220329,fondationengie_220329_4_012,https://fondation-engie.com/en/portfolio/sponsor-a-year-10-class-esperance-banlieues/,N,ENGIE Fondation,"Sponsor a year 10 class, ESPERANCE BANLIEUES",Valor não encontrado
220329,fondationengie_220329_4_013,https://fondation-engie.com/en/portfolio/a-space-for-personal-hygiene-and-care-for-homeless-women-samu-social-de-paris/,N,ENGIE Fondation,"A space for personal hygiene and care for homeless women, SAMU SOCIAL DE PARIS",Valor não encontrado
220329,fondationengie_220329_4_014,https://fondation-engie.com/en/portfolio/la-maison-de-la-ligue-in-toulouse-ligue-nationale-contre-le-cancer/,N,ENGIE Fondation,La Maison de la Ligue in Toulouse - LIGUE NATIONALE CONTRE LE CANCER,Valor não encontrado
220329,fondationengie_220329_4_015,https://fondation-engie.com/en/portfolio/electrification-of-2-high-schools-in-ethiopia-energy-assistance-asbl/,N,ENGIE Fondation,"Electrification of 2 high schools in Ethiopia, Energy Assistance ASBL",Valor não encontrado
220329,fondationengie_220329_4_016,https://fondation-engie.com/en/portfolio/cournot-foundation/,N,ENGIE Fondation,Cournot Foundation,Valor não encontrado
220329,fondationengie_220329_4_017,https://fondation-engie.com/en/portfolio/mobile-app-for-the-menagerie-zoo-french-national-museum-of-natural-history/,N,ENGIE Fondation,"Mobile app for the Ménagerie zoo, French National Museum of Natural History",Valor não encontrado
220329,fondationengie_220329_4_018,https://fondation-engie.com/en/portfolio/surfrider-2/,N,ENGIE Fondation,Surfrider,Valor não encontrado
220329,fondationengie_220329_4_019,https://fondation-engie.com/en/portfolio/french-bird-protection-league/,N,ENGIE Fondation,French Bird Protection League,Valor não encontrado
220329,fondationengie_220329_4_020,https://fondation-engie.com/en/portfolio/immersion-art-fondation-culturespaces/,N,ENGIE Fondation,"Immersion Art, Fondation Culturespaces",Valor não encontrado
220329,fondationengie_220329_4_021,https://fondation-engie.com/en/portfolio/performance-for-marginalised-audiences-paris-opera/,N,ENGIE Fondation,"Performance for marginalised audiences, Paris Opera",Valor não encontrado
220329,fondationengie_220329_4_022,https://fondation-engie.com/en/portfolio/cameleon/,N,ENGIE Fondation,Cameleon,Valor não encontrado
220329,fondationengie_220329_4_023,https://fondation-engie.com/en/portfolio/academie-football-paris-18-2/,N,ENGIE Fondation,Académie Football Paris 18,Valor não encontrado
220329,fondationengie_220329_4_024,https://fondation-engie.com/en/portfolio/un-banc-un-arbre-a-bench-a-tree-terres-et-cultures-solidaires/,N,ENGIE Fondation,"Un banc un arbre (A bench a tree), Terres et Cultures Solidaires",Valor não encontrado
220329,fondationengie_220329_4_025,https://fondation-engie.com/en/portfolio/pieces-jaunes-fundraising-campaign/,N,ENGIE Fondation,Pièces Jaunes fundraising campaign,Valor não encontrado
220329,fondationengie_220329_4_026,https://fondation-engie.com/en/portfolio/aware-2/,N,ENGIE Fondation,AWARE,Valor não encontrado
220329,fondationengie_220329_4_027,https://fondation-engie.com/en/portfolio/reconstruction-assistance-following-hurricane-matthew-acted/,N,ENGIE Fondation,"Reconstruction assistance following Hurricane Matthew, ACTED",Valor não encontrado
220329,fondationengie_220329_4_028,https://fondation-engie.com/en/portfolio/le-havre-olympics-2018-les-nids/,N,ENGIE Fondation,"Le Havre Olympics 2018, Les Nids",Valor não encontrado
220329,fondationengie_220329_4_029,https://fondation-engie.com/en/portfolio/artistic-and-cultural-outreach-divertimento/,N,ENGIE Fondation,"Artistic and cultural outreach, Divertimento",Valor não encontrado
220329,fondationengie_220329_4_030,https://fondation-engie.com/en/portfolio/as-fondation-des-femmes-nuit-des-relais-2/,N,ENGIE Fondation,AS Fondation des Femmes - Nuit des relais,Valor não encontrado
220329,fondationengie_220329_4_031,https://fondation-engie.com/en/portfolio/laclairiere-production-lenfant-et-lopera-2/,N,ENGIE Fondation,"LaClairière Production : ""L’Enfant et l’Opéra""",Valor não encontrado
220329,fondationengie_220329_4_032,https://fondation-engie.com/en/portfolio/music-in-hospital-orchestre-de-paris/,N,ENGIE Fondation,"Music in hospital, Orchestre de Paris",Valor não encontrado
220329,fondationengie_220329_4_033,https://fondation-engie.com/en/portfolio/medical-and-social-care-for-children-at-the-dakar-childrens-house-la-chaine-de-lespoir/,N,ENGIE Fondation,"Medical and social care for children at the Dakar Children's House, La Chaîne de l’Espoir",Valor não encontrado
220329,fondationengie_220329_4_034,https://fondation-engie.com/en/portfolio/digital-rooms-afghanistan-libre/,N,ENGIE Fondation,"Digital rooms, Afghanistan Libre",Valor não encontrado
220329,fondationengie_220329_4_035,https://fondation-engie.com/en/portfolio/biogas-in-rural-areas-ngo-codegaz/,N,ENGIE Fondation,"Biogas in rural areas, NGO CODEGAZ",Valor não encontrado
220329,fondationengie_220329_4_036,https://fondation-engie.com/en/portfolio/creakids-amo-colorados-2/,N,ENGIE Fondation,"Créa’Kids, AMO Color'Ados",Valor não encontrado
220329,fondationengie_220329_4_037,https://fondation-engie.com/en/portfolio/connecting-circles-project-stappen/,N,ENGIE Fondation,"""Connecting circles"" project, Stappen",Valor não encontrado
220329,fondationengie_220329_4_038,https://fondation-engie.com/en/portfolio/le-soleil-levant-school/,N,ENGIE Fondation,Le Soleil Levant school,Valor não encontrado
220329,fondationengie_220329_4_039,https://fondation-engie.com/en/portfolio/via-veneto-2/,N,ENGIE Fondation,Via Veneto,Valor não encontrado
220329,fondationengie_220329_4_040,https://fondation-engie.com/en/portfolio/tejo-2/,N,ENGIE Fondation,TEJO,Valor não encontrado
220329,fondationengie_220329_4_041,https://fondation-engie.com/en/portfolio/renovation-of-a-support-centre-for-young-people-de-walhoeve/,N,ENGIE Fondation,"Renovation of a support centre for young people, De Walhoeve",Valor não encontrado
220329,fondationengie_220329_4_042,https://fondation-engie.com/en/portfolio/schola-ulb-2/,N,ENGIE Fondation,Schola ULB,Valor não encontrado
220329,fondationengie_220329_4_043,https://fondation-engie.com/en/portfolio/kreativa-2/,N,ENGIE Fondation,Kréativa,Valor não encontrado
220329,fondationengie_220329_4_044,https://fondation-engie.com/en/portfolio/pinocchio/,N,ENGIE Fondation,Pinocchio,Valor não encontrado
220329,fondationengie_220329_4_045,https://fondation-engie.com/en/portfolio/playing-for-success-2/,N,ENGIE Fondation,Playing for Success,Valor não encontrado
220329,fondationengie_220329_4_046,https://fondation-engie.com/en/portfolio/toekomstatelierdelavenir-tada-2/,N,ENGIE Fondation,"ToekomstATELIERdelAvenir (TADA),",Valor não encontrado
220329,fondationengie_220329_4_047,https://fondation-engie.com/en/portfolio/bx-brussels-2/,N,ENGIE Fondation,BX Brussels,Valor não encontrado
220329,fondationengie_220329_4_048,https://fondation-engie.com/en/portfolio/take-off-2/,N,ENGIE Fondation,Take Off,Valor não encontrado
220329,fondationengie_220329_4_049,https://fondation-engie.com/en/portfolio/bednet-2/,N,ENGIE Fondation,Bednet,Valor não encontrado
220329,fondationengie_220329_4_050,https://fondation-engie.com/en/portfolio/sesame-program-musees-royaux-des-beaux-arts-de-belgique/,N,ENGIE Fondation,"Sésame program, Musées Royaux des Beaux-Arts de Belgique",Valor não encontrado
220329,fondationengie_220329_4_051,https://fondation-engie.com/en/portfolio/hockey-days-mw-fund-2/,N,ENGIE Fondation,"Hockey Days, MW Fund",Valor não encontrado
220329,fondationengie_220329_4_052,https://fondation-engie.com/en/portfolio/service-daccrochage-scolaire-de-mons-2/,N,ENGIE Fondation,Service d’Accrochage Scolaire de Mons,Valor não encontrado
220329,fondationengie_220329_4_053,https://fondation-engie.com/en/portfolio/ener-jeunes-abc-cinema-2/,N,ENGIE Fondation,"Ener-Jeunes, ABC Cinema",Valor não encontrado
220329,fondationengie_220329_4_054,https://fondation-engie.com/en/portfolio/decouverte-educational-programme-fondation-a-stichting/,N,ENGIE Fondation,"""Découverte"" educational programme, Fondation A Stichting",Valor não encontrado
220329,fondationengie_220329_4_055,https://fondation-engie.com/en/portfolio/teach-for-belgium-2/,N,ENGIE Fondation,Teach for Belgium,Valor não encontrado
220329,fondationengie_220329_4_056,https://fondation-engie.com/en/portfolio/berlioz-a-lecole-programme-royaumont-foundation/,N,ENGIE Fondation,"""Berlioz à l’école"" programme, Royaumont Foundation",Valor não encontrado
220329,fondationengie_220329_4_057,https://fondation-engie.com/en/portfolio/positive-planet-foundation/,N,ENGIE Fondation,Positive Planet Foundation,Valor não encontrado
220329,fondationengie_220329_4_058,https://fondation-engie.com/en/portfolio/the-sound-of-home-flanders-festival-brussels/,N,ENGIE Fondation,"The Sound of Home, Flanders Festival Brussels",Valor não encontrado
220329,fondationengie_220329_4_059,https://fondation-engie.com/en/portfolio/the-childrens-pavilion-in-dakar-la-chaine-de-lespoir/,N,ENGIE Fondation,"The Children's Pavilion in Dakar, La Chaîne de l’Espoir",Valor não encontrado
220329,fondationengie_220329_4_060,https://fondation-engie.com/en/portfolio/dix-mois-decole-et-dopera-paris-opera/,N,ENGIE Fondation,"Dix mois d’école et d’opéra, Paris Opera",Valor não encontrado
220329,fondationengie_220329_4_061,https://fondation-engie.com/en/portfolio/addictaide-portal-fonds-actions-addictions/,N,ENGIE Fondation,"Addict’Aide portal, Fonds Addict’Aide",Valor não encontrado
220329,fondationengie_220329_4_062,https://fondation-engie.com/en/portfolio/visual-arts-workshops-at-the-institut-curie-noc/,N,ENGIE Fondation,"Visual arts workshops at the Institut Curie, NOC !",Valor não encontrado
220329,fondationengie_220329_4_063,https://fondation-engie.com/en/portfolio/educalab-palais-de-tokyo-2/,N,ENGIE Fondation,"Educalab, Palais de Tokyo",Valor não encontrado
220329,fondationengie_220329_4_064,https://fondation-engie.com/en/portfolio/unesco-open-campuses-unesco/,N,ENGIE Fondation,"UNESCO Open Campuses, UNESCO",Valor não encontrado
220329,fondationengie_220329_4_065,https://fondation-engie.com/en/portfolio/digital-superheroes-academy-baan-dek-foundation-2/,N,ENGIE Fondation,"Digital Superheroes Academy, Baan Dek Foundation",Valor não encontrado
220329,fondationengie_220329_4_066,https://fondation-engie.com/en/portfolio/barefoot-women-solar-engineers-barefoot-college-2/,N,ENGIE Fondation,"Barefoot Women Solar Engineers, Barefoot College",Valor não encontrado
220329,fondationengie_220329_4_067,https://fondation-engie.com/en/portfolio/warang-les-cajoutiers-energy-assistance/,N,ENGIE Fondation,"Warang Les Cajoutiers, Energy Assistance",Valor não encontrado
220329,fondationengie_220329_4_068,https://fondation-engie.com/en/portfolio/bonepoupa-health-centre-and-school-energy-assistance-france/,N,ENGIE Fondation,"Bonepoupa Health Centre and School, Energy Assistance France",Valor não encontrado
220329,fondationengie_220329_4_069,https://fondation-engie.com/en/portfolio/dabiss-health-centre-and-tambidjet-school-energy-assistance-france/,N,ENGIE Fondation,"Dabiss Health Centre and Tambidjet School, Energy Assistance France",Valor não encontrado
220329,fondationengie_220329_4_070,https://fondation-engie.com/en/portfolio/between-museums-project-museum-of-tomorrow/,Y,ENGIE Fondation,"""Between museums"" project, Museum of Tomorrow",Valor não encontrado
220329,fondationengie_220329_4_071,https://fondation-engie.com/en/portfolio/children-and-healthy-communities-instituto-melhores-dias-2/,Y,ENGIE Fondation,"Children and Healthy Communities, Instituto Melhores Dias",Valor não encontrado
220329,fondationengie_220329_4_072,https://fondation-engie.com/en/portfolio/happy-seeds-instituto-melhores-dias-2/,Y,ENGIE Fondation,"Happy Seeds, Instituto Melhores Dias",Valor não encontrado
220329,fondationengie_220329_4_073,https://fondation-engie.com/en/portfolio/house-of-childrens-rights-in-saint-louis-la-liane/,N,ENGIE Fondation,"House of Children's Rights in Saint-Louis, La Liane",Valor não encontrado
220329,fondationengie_220329_4_074,https://fondation-engie.com/en/portfolio/cotonou-residential-centre-terres-rouges/,N,ENGIE Fondation,"Cotonou residential centre, Terres Rouges",Valor não encontrado
220329,fondationengie_220329_4_075,https://fondation-engie.com/en/portfolio/scholarships-for-girls-institut-de-lengagement/,N,ENGIE Fondation,"Scholarships for girls, Institut de l’Engagement",Valor não encontrado
220329,fondationengie_220329_4_076,https://fondation-engie.com/en/portfolio/teach-for-france/,N,ENGIE Fondation,Teach for France,Valor não encontrado
220329,fondationengie_220329_4_077,https://fondation-engie.com/en/portfolio/la-vraie-vie-ecole-des-actes-2/,N,ENGIE Fondation,"La Vraie Vie, Ecole des Actes",Valor não encontrado
220329,fondationengie_220329_4_078,https://fondation-engie.com/en/portfolio/developing-nature-in-the-city-cite-universitaire-de-paris/,N,ENGIE Fondation,"Developing nature in the city, Cité Universitaire de Paris",Valor não encontrado
