atualizacao,codigo,link,pol_instituicao,pol_texto,pol_titulo
220329,biocodexmicrobiotafundation_220329_3_001,https://www.biocodexmicrobiotafoundation.com/international-research-grant,biocodexmicrobiotafundation,"Support international scientific research Since 2017, The Biocodex Microbiota Foundation rewards international research projects focused on human gut microbiota related to health and disease. Every year, the call for proposals covers a specific theme chosen by a committee of independent international scientists. Through this grant, the Foundation aims to support Physicians, PhDs and Pharm D working in subject areas, such as gastroenterology, paediatrics, microbiology, infectious diseases and internal medicine and based anywhere in the world.",Support international scientific research
220329,cargill_220329_3_000,https://www.cargillglobalscholars.com/about-cargill/,cargill,"Our team of 155,000 professionals in 70 countries draws together the worlds of food, agriculture, nutrition and risk management. For more than 155 years, we have helped farmers grow more, connecting them to broader markets. We are continuously developing products that give consumers just what they’re seeking, advancing nutrition, food safety and sustainability. And we help all of our partners innovate and manage risk, so they can nourish the world again tomorrow. For more information, visit Cargill.com and our news center. Cargill Community Giving and Education Over Cargill’s 150+ year history, we have helped build vibrant, stable communities in the areas where we do business. Cargill gives back to communities by contributing 2 percent of its global consolidated pre-tax earnings (based on a three-year trailing average). Cargill’s charitable giving in fiscal year 2020 provided $115 million in total charitable contributions across 56 countries to advance programs that make a difference. Our businesses, facilities and employee-led groups support civic and non-profit organizations in their local communities. For more information click here. In the realm of education, we support innovative programs that improve academic achievement and increase access to education. With financial support, the expertise of our businesses, efforts of our employees and collaboration with partners, we are making positive, measurable improvements in education where we live and work. The Cargill Global Scholars Program is administered by the Institute of International Education on behalf of Cargill. Founded in 1919, IIE is one of the most experienced not-for-profit organizations in the field of education and scholarship management, and has worked extensively in areas of leadership. IIE currently administers over 200 programs benefiting more than 29,000 people from 180 countries.",About Cargill & IIE
220329,climateandlandusealliance_220329_3_000,https://www.climateandlandusealliance.org/initiatives/global/,climateandlandusealliance,"Goal We support international public and private sector policies, programs, and finance that help conserve forests and lands, and increase their ability to remove carbon from the atmosphere, while securing the rights and livelihoods of indigenous peoples and rural communities, and protecting biodiversity and ecosystem services.",Global
220329,climateandlandusealliance_220329_3_001,https://www.climateandlandusealliance.org/initiatives/brazil/,climateandlandusealliance,"Goal We support efforts to mitigate climate change by reducing emissions from deforestation and by capturing and storing carbon in Brazil’s Amazon and Cerrado biomes, while promoting biodiversity conservation, the sustainable use of natural resources, and equity and rights for indigenous peoples and traditional communities.",Brazil
220329,climateandlandusealliance_220329_3_002,https://www.climateandlandusealliance.org/about-us/,climateandlandusealliance,"Our Mission The Climate and Land Use Alliance seeks to realize the potential of forests and land use to mitigate climate change, benefit people, and protect the environment.",About Us
220329,climateworks_220329_3_000,https://www.climateworks.org/about-us/,climateworks,"We’re a pack of researchers, strategists, collaborators, and grantmakers. The ClimateWorks team is on a mission to end the climate crisis by amplifying the power of philanthropy. Read more Over the past decade, we’ve built a global platform for philanthropy to innovate and accelerate climate solutions that scale. Our global programs and services equip philanthropy with knowledge, networks, and solutions to drive climate progress. Since 2008, ClimateWorks has granted over $1 billion to more than 500 grantees in over 40 countries.",About Us
220329,climateworks_220329_3_001,https://www.climateworks.org/about-us/financial-information/,climateworks,ClimateWorks Foundation is a U.S.-based 501(c)(3) public charity. We file an Internal Revenue Service Form 990 annually that provides detailed information about our organization and finances. Our Forms 990 are posted here.,Financial Information
220329,climateworks_220329_3_002,https://www.climateworks.org/about-us/funding-partners/,climateworks,"We equip funders with global knowledge, networks, and solutions to drive climate progress around the world.",Funding Partners
220329,climateworks_220329_3_003,https://www.climateworks.org/about-us/regional-partners/,climateworks,"We collaborate with a global group of regional climate foundation partners. These organizations are central to developing and implementing a diverse set of philanthropic strategies designed to achieve large-scale greenhouse gas emissions reductions in the countries where they operate. Read more To develop and advance these strategies, ClimateWorks works closely with regional grantmaking institutions. These partners design and lead regionally based strategies, building on their on-the-ground expertise in the regions where they operate. Working with a host of local grantees, they fund grant portfolios to pursue regional initiatives. We coordinate with these organizations and initiatives in order to continuously adapt our efforts in pursuit of climate solutions.",Regional Partners
220329,conservationleadership_220329_3_000,https://www.conservationleadershipprogramme.org/about-us/clp-partners/,conservationleadership,"The Conservation Leadership Programme is a partnership that brings together three renowned international conservation organisations. The CLP conservation partners share a common concern for, and a commitment to, our natural environment and its constituent biodiversity. To be effective, CLP requires a wide range of experience, expertise and networks. This is provided by the combined resources of the CLP conservation partners. These organisations recognise that by working together, sharing expertise and pooling resources, they can deliver programme objectives far more effectively than through separate efforts. BirdLife InternationalBirdLife International is the world’s largest nature conservation Partnership, with 116 BirdLife Partners in 113 countries. BirdLife is driven by its belief that local people, working for nature in their own places but connected nationally and internationally through the global Partnership, are the key to sustaining all life on this planet. This unique local-to-global approach delivers high impact and long-term conservation for the benefit of nature and people. Fauna & Flora InternationalFauna & Flora International (FFI) is the world’s longest established international wildlife conservation organisation. Founded in 1903, FFI acts to conserve threatened species and ecosystems worldwide. Renowned for an approach underpinned by robust science, FFI has pioneered collaborative, partnership-based, community-led conservation that tackles problems holistically, providing sustainable solutions that simultaneously benefit wildlife, support local livelihoods and safeguard the natural landscapes and seascapes on which we all ultimately depend. Wildlife Conservation SocietyThe Wildlife Conservation Society (WCS) saves wildlife and wild places worldwide through science, conservation action, education, and inspiring people to value nature. To achieve our mission, WCS, based at the Bronx Zoo, harnesses the power of its Global Conservation Program in nearly 60 nations and in all the world’s oceans and its five wildlife parks in New York City, visited by 4 million people annually. WCS combines its expertise in the field, zoos, and aquarium to achieve its conservation mission.",CLP Partners
220329,conservationleadership_220329_3_001,https://www.conservationleadershipprogramme.org/about-us/who-we-are/,conservationleadership,"The Conservation Leadership Programme (CLP) was initiated in 1985 in response to the need for additional scientific data on threatened species. The programme focused on sponsoring UK university students to collect data on biological diversity overseas during their summer break. Over time, the programme has evolved to address changing conservation needs, and has become an international capacity building programme supporting young conservationists, the majority of whom are working in their own countries, to undertake applied biodiversity projects in less developed countries. Based on CLP’s Theory of Change, this infographic displays the six main stages through which CLP supports professional development and conservation action.",Who We Are
